item_code,uom,deepseek_decision,gemini_decision,agree,finish_exact,model_exact,rights_status,reason,human_action
SPR-BID-SWSB-ABS-362,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for SPR-BID-SWSB-ABS-362; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BATH-SRTBF31417,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BATH-SRTBF31417; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-FE2155D-18W-3000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-FE2155D-18W-3000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
FAN-CEI-DEKA-CF5DC46MB12,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for FAN-CEI-DEKA-CF5DC46MB12; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
X-RUB-TRB08-006,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for X-RUB-TRB08-006; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-BUL-B22-3W-BLU,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-BUL-B22-3W-BLU; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-HAM-SBD715D2K,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-HAM-SBD715D2K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-227-1L2,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-227-1L2; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
GAS-STO-KHI-GC7125,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for GAS-STO-KHI-GC7125; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
SHO-SOR-SRTWT9600HP,PCS,candidate,candidate,yes,yes,yes,needs_permission,Reverified candidate: live official product page and exact image asset confirmed for SHO-SOR-SRTWT9600HP; exact model and finish matched; rights marked needs_permission.,Preserve verified official asset for evidence manifest; publication permission remains required.
LOC-YALE-Y120B-50-KA5,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for LOC-YALE-Y120B-50-KA5; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
SHO-SOR-SRTSS8730,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for SHO-SOR-SRTSS8730; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-BUL-E27-3W-GREEN,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-BUL-E27-3W-GREEN; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
KHI-INF-COO-IRC2000,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for KHI-INF-COO-IRC2000; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-DRI-BRU-SBD710D2K,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-DRI-BRU-SBD710D2K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-BUL-B22-3W-GRE,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-BUL-B22-3W-GRE; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-FE2155D-18W,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-FE2155D-18W; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-MAT-W9102-18L,DRUM,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-MAT-W9102-18L; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-GRI-SCG400-SET,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-GRI-SCG400-SET; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-PRE-WAS-BEPW1800T,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-PRE-WAS-BEPW1800T; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
TAP-SAN-SWP-SS-304-106,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for TAP-SAN-SWP-SS-304-106; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTA60Z1-10W,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTA60Z1-10W; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-9H9-0L2C2,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-9H9-0L2C2; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-CAB-WIR-MKK-1.5MM-BLACK,ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-CAB-WIR-MKK-1.5MM-BLACK; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
GAS-STO-KHI-GS1516,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for GAS-STO-KHI-GS1516; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTP38B1-10W,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTP38B1-10W; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-TC-3260-32W-RND-4000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-TC-3260-32W-RND-4000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
KHI-COO-RC918T,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for KHI-COO-RC918T; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-SEA-5100-20L,DRUM,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-SEA-5100-20L; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
X-STA-PLANER-STP18-1800W,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for X-STA-PLANER-STP18-1800W; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0600-910-0L0SH,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0600-910-0L0SH; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
FAN-KHI-AF1801,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for FAN-KHI-AF1801; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
FAN-WAL-TAICON-TC-11006,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for FAN-WAL-TAICON-TC-11006; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
KHI-COO-RCJ188,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for KHI-COO-RCJ188; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-2608-619-701,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-2608-619-701; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-MAT-15245-18L,DRUM,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-MAT-15245-18L; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-SAT-GLO-18L-145,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-SAT-GLO-18L-145; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
PSN-MJ-CS100WSK,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for PSN-MJ-CS100WSK; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-IMP-DRI-STDH7213V,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-IMP-DRI-STDH7213V; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
TAP-SAN-SWP-SS-304-3936-SS,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for TAP-SAN-SWP-SS-304-3936-SS; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTA70Z1-15W,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTA70Z1-15W; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTP38B1-10W-4000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTP38B1-10W-4000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
FAN-CEI-DEKA-CF5DC56MB,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for FAN-CEI-DEKA-CF5DC56MB; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
TAP-SAN-SWP-B-304-3915,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for TAP-SAN-SWP-B-304-3915; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
FAN-CEI-DEKA-CGNL54OAK12,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for FAN-CEI-DEKA-CGNL54OAK12; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
JOV-WAT-FIL-JWP20,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for JOV-WAT-FIL-JWP20; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-PRE-WAS-BEPW1750,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-PRE-WAS-BEPW1750; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-AHI4-4PC-R,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-AHI4-4PC-R; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-AJS37PC,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-AJS37PC; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-TC-2260-22W,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-TC-2260-22W; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
"EXH-FAN-KHI-12""-WHI-EF1201",SET,pending,pending,yes,unresolved,unresolved,needs_permission,"Reverified pending: fail-closed upheld for EXH-FAN-KHI-12""-WHI-EF1201; no exact live official manufacturer asset verified.",Keep pending until official manufacturer image is supplied.
BOS-0601-9K3-1L2,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-9K3-1L2; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-2608-522-405,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-2608-522-405; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-CAB-WIR-MKK-2.5MM-YEL,ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-CAB-WIR-MKK-2.5MM-YEL; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTP45B1-15W-3000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTP45B1-15W-3000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTP45Z1-15W-4000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTP45Z1-15W-4000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-PRE-WAS-HD4,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-PRE-WAS-HD4; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-SAW-SCR121S2K,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-SAW-SCR121S2K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
FAN-TAB-KHI-TF1210SE-LAV,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for FAN-TAB-KHI-TF1210SE-LAV; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0611-321-0L0,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0611-321-0L0; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-CAB-WIR-MKK-2.5MM-GRE,ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-CAB-WIR-MKK-2.5MM-GRE; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTP45Z1-15W-3000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTP45Z1-15W-3000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
FAN-WAL-TAICON-TC-11007,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for FAN-WAL-TAICON-TC-11007; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-1A2-1L0,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-1A2-1L0; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-9N9-0L0C1,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-9N9-0L0C1; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTP38B1-10W-3000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTP38B1-10W-3000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-TC-3260-32W-RND,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-TC-3260-32W-RND; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-AHI2-4PC,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-AHI2-4PC; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
KHI-FRY-ARF35,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for KHI-FRY-ARF35; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-DRI-SCD10D2K,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-DRI-SCD10D2K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-9F7-0L0,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-9F7-0L0; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0611-924-0L1,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0611-924-0L1; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTA60Z1-10W-4000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTA60Z1-10W-4000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTA70Z1-15W-4000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTA70Z1-15W-4000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-TC-2261-32W-SQ,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-TC-2261-32W-SQ; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
KHI-COO-RC828N,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for KHI-COO-RC828N; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-9K0-0L0,UNITS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-9K0-0L0; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTP45B1-15W-4000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTP45B1-15W-4000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
"EXH-FAN-KHI-08""-WHI-EF8001",SET,pending,pending,yes,unresolved,unresolved,needs_permission,"Reverified pending: fail-closed upheld for EXH-FAN-KHI-08""-WHI-EF8001; no exact live official manufacturer asset verified.",Keep pending until official manufacturer image is supplied.
GAS-COO-TC-2288-PGC,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for GAS-COO-TC-2288-PGC; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-228-1L2,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-228-1L2; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-9G8-1L7,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-9G8-1L7; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-2608-522-406,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-2608-522-406; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-2608-522-407,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-2608-522-407; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTA65Z2-12W,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTA65Z2-12W; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-9G8-0L4,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-9G8-0L4; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-BUL-B22-3W-YEL,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-BUL-B22-3W-YEL; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
CHA-SAW-STIHL-MS172,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for CHA-SAW-STIHL-MS172; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTA70Z1-15W-3000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTA70Z1-15W-3000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
KET-PSN-NC-GK1WSK,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for KET-PSN-NC-GK1WSK; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
RUB-TRT02-SA302,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for RUB-TRT02-SA302; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-PRE-WAS-BEPW1600L,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-PRE-WAS-BEPW1600L; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
"EXH-FAN-KHI-10""-WHI-EF1001",SET,pending,pending,yes,unresolved,unresolved,needs_permission,"Reverified pending: fail-closed upheld for EXH-FAN-KHI-10""-WHI-EF1001; no exact live official manufacturer asset verified.",Keep pending until official manufacturer image is supplied.
NIP-PHG-1L-A,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-PHG-1L-A; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-PHG-5L-A,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-PHG-5L-A; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-068-000,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-068-000; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
CHA-SAW-STIHL-MS162,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for CHA-SAW-STIHL-MS162; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
KHI-COO-RC806N,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for KHI-COO-RC806N; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
KHI-TOA-BT808,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for KHI-TOA-BT808; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-PRE-WAS-BCPC20D1,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-PRE-WAS-BCPC20D1; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STI-BRU-CUT-FR3001,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STI-BRU-CUT-FR3001; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-AQSD110F,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-AQSD110F; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-PHG-1L-P,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-PHG-1L-P; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
PSN-TK-CS10-WMA,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for PSN-TK-CS10-WMA; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-CHO-SSC22,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-CHO-SSC22; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-9K3-1L2C1,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-9K3-1L2C1; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-PHG-5L-P,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-PHG-5L-P; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
OVEN-KHI-TOA-OT3005,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for OVEN-KHI-TOA-OT3005; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
PAI-SPR-SAM-2K01,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for PAI-SPR-SAM-2K01; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-QSH-EXT-20L-P,DRUM,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-QSH-EXT-20L-P; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
PSN-TK-CS200C-EX,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for PSN-TK-CS200C-EX; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-TRI-ST55,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-TRI-ST55; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
TAP-SAN-SWP-SS-304-3937-MB,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for TAP-SAN-SWP-SS-304-3937-MB; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0611-338-9L1,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0611-338-9L1; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTP38Z1-10W,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTP38Z1-10W; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
X-LOC-YALE-Y120B-50-KA3,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for X-LOC-YALE-Y120B-50-KA3; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-CAB-WIR-MKK-1.5MM-YELLOW,ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-CAB-WIR-MKK-1.5MM-YELLOW; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-WTRB-5L-P,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-WTRB-5L-P; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-POL-SP137,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-POL-SP137; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTP38Z1-10W-4000K,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTP38Z1-10W-4000K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
