item_code,uom,source_file,prior_status,gemini_decision,agree,finish_exact,model_exact,rights_status,reason,human_action
BOS-0601-8C0-0L0,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Exact Bosch Malaysia page/image not preserved.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-MAT-ULTRA-18L,DRUM,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-QGL-5L-A,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,yes,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 5L Accent Base package/image.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-WTRB-5L-D,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,yes,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 5L Deep Base package/image.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
SHO-SOR-SRTSS3150,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SWP-SS-304-3941-MB,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SWP-SS-304-3942,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SWP-SS-304-3943,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOI-TIS-SOR-SRT360-HP,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOW-SOR-SRT9540-FRG,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
VAC-KHI-VC8020MS,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,candidate,candidate,yes,yes,yes,needs_permission,Exact official asset verified for VC8020MS matching product specifications and finish.,Obtain official manufacturer rights clearance.
BOS-0601-9F0-0L3,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
MIX-KHI-HM200,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,candidate,candidate,yes,yes,yes,needs_permission,Exact official asset verified for HM200 matching product specifications and finish.,Obtain official manufacturer rights clearance.
NIP-QSH-EXT-5L-P,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
SHO-SOR-SRTSH22612,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
STA-BLO-STPT600,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
VAC-KHI-VC68P,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,candidate,candidate,yes,yes,yes,needs_permission,Exact official asset verified for VC68P matching product specifications and finish.,Obtain official manufacturer rights clearance.
BUL-FFL-25W-E27-FROST,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOW-SAN-SWP-BF-3713,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
X-PSN-NI-317W-LN,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,candidate,candidate,yes,yes,yes,needs_permission,Exact official asset verified for NI-317W-LN matching product specifications and finish.,Obtain official manufacturer rights clearance.
BOS-0601-387-5L0,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-86-AA106,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-RK32,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
JOV-WAT-CAR-JP200C,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Exact official product image URL was not preserved in extraction.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-PHG-5L-MWHI,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,no,yes,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Family image only; exact colour/package image not preserved.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-QSH-EXT-20L-D,DRUM,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,yes,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 18L Deep Base package/image.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOW-SAN-SWP-BF-7903-G,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-AA-MIG200,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
GRA-SAN-SWFG-SS304-6605,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
GRA-SOR-SRT384-6,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,Image confidence below fail-closed 90 threshold (Tier-2/dealer or variant-shared asset). Request exact first-party image or product label photo; independent review required.
NIP-9000-GF-5L-A,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,yes,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 5L Accent Base package/image.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-PHG-5L-T,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,yes,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Official family image only; exact tint-base package/image not preserved.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-SAT-GLO-18L-P,DRUM,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,yes,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 18L Pastel Base package/image.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
SHO-SOR-SRTSS5724-RG,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
GLO-WEL-GT900/YEL,PAIR,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
KHI-TOA-TB903,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-QSH-EXT-20L-A,DRUM,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-86-AA126,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
ELE-D/L-MEG-YTA60Z1-10W-3000K,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Exact CCT-specific image not preserved; generic multi-CCT image not promoted.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
GAS-STO-KHI-GC6010,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,candidate,candidate,yes,yes,yes,needs_permission,Exact official asset verified for GC6010 matching product specifications and finish.,Obtain official manufacturer rights clearance.
SHO-SAN-SWP-HS-504,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SWP-B-3213-GM,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SWP-B-3213-RG,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SWS-304-3973,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOW-SAN-SWP-BF-3708,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-RB2600,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
"HOS-FLE-GLO-36""",PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
JUG-KHI-EK502,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,candidate,candidate,yes,yes,yes,needs_permission,Exact official asset verified for EK502 matching product specifications and finish.,Obtain official manufacturer rights clearance.
KHI-MOS-KIL-IK6206,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-QGL-15L-P,DRUM,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,yes,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 15L Pastel Base package/image.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-QLA-5L-A,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,yes,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 5L Accent Base package/image.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
PAI-SPR-SAM-K1K,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
SHO-SAN-SWP-SH-801,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOO-COM-SET-GT824,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-ECO-D,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-QSH-EXT-20L-T,DRUM,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,yes,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Official page confirms family but not exact 18L Tint Base package/image.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
SHO-SAN-SWP-SA-400B,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
SHO-SAN-SWP-SH-804,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
"HOS-FLE-GLO-48""",PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
STA-JIG-SJ60,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
"FIT-BUT-ELB-FEM-SWI-25MMX1/2""",PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Source row lacks exact manufacturer part number; dealer uses BLF-FB25x1/2 / EF-7B and exact image URL was not preserved.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SWP-SS-304-3936-MB,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SWP-SS-304-3941,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOO-COM-SET-GT832,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-QGL-15L-T,DRUM,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-WTRB-5L-T,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
PAI-SPR-SAM-PR-500,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
STA-JIG-SJ45,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOR-ENE-LED-2AAW,PCK,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Exact product image URL and source package not preserved.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
"HOS-FLE-GLO-08""",PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
FAN-TAB-KHI-TF168,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. Source says TF168 while official listing uses TF168SE; suffix is material.,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SWP-B-3203-G,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOI-HOL-SAN-SWP-BF-7909-G,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOW-SAN-SWP-BF-7904-G,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
GRA-SAN-SWFG-SS304-6608,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
RUB-TRT02-SA100,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
STA-SHE-SAN-310W-SSS310,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,Image confidence below fail-closed 90 threshold (Tier-2/dealer or variant-shared asset). Request exact first-party image or product label photo; independent review required.
TOW-SAN-SWP-BF-3704,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-86-BG6,UT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-SMCSP3,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
X-BLE-KHI-BL1015M,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-0601-9C6-2L0,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
