item_code,uom,display_name,category,official_product_page,official_image_url,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,decision,reason,human_action
STA-GRI-SCG400-SOLO,UNIT,Stanley 20V Grinder,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
SHO-SOR-SRTWT2634,PCS,Sorento Exposed Shower Set 3-WAYS SRTWT2634,Bathroom,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=62,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=62,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
STA-ROT-HAM-SHR243KA,UNIT,Stanley Rotary Hammer 24MM,Power Tools,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
SHO-SOR-SRTSH22614-BL,PCS,Sorento 229MM ABS Rain Shower Head (matt Blk),Bathroom,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=65,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=65,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
SIN-SOR-SRTKS6091,PCS,Sorento Undermount Kitchen Sink,Kitchen & Sinks,https://sorento.com.my/index.php?virtuemart_category_id%5B0%5D=21&virtuemart_category_id%5B1%5D=24&virtuemart_category_id%5B2%5D=135&virtuemart_category_id%5B3%5D=39&virtuemart_category_id%5B4%5D=84&virtuemart_category_id%5B5%5D=35&virtuemart_category_id%5B6%5D=59&virtuemart_category_id%5B7%5D=55&virtuemart_category_id%5B8%5D=52&virtuemart_category_id%5B9%5D=48&virtuemart_category_id%5B10%5D=46&virtuemart_category_id%5B11%5D=64&custom_f_12%5B0%5D=4368726f6d65&option=com_customfilters,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-CEI-LED-RCF-MOZIA56-5BL-BT,PCS,Rubine Blk Timber LED Ceiling Fan,Fans & Ventilation,https://www.rubine.com.my/product/RCF-MOZIA56-5BL,https://www.rubine.com.my/files/product_img/IM00032.png,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
TOI-TRP-WC-SRTWC8366-S(250MM),PCS,Sorento One Piece Washdown W Rimless Flush Tech,Bathroom,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=8,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=8,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TOI-TRP-WC-SRTWC8518-SH-S,PCS,Sorento One Piece Twister Flushing Tech,Bathroom,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
GAS-STO-RUB-TAE10-E102,UNIT,Rubine Ceramic Hob,Kitchen & Sinks,https://www.rubine.com.my/product/RCE-VULCAN40-BL,https://www.rubine.com.my/files/product_img/IM02133.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
ELE-BUL-B22-3W-RED,PCS,Taicon B22 3W LED Color Bulb - Red,Lighting,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-BUL-E27-10W-RED,PCS,Taicon E27 Stick Bulb Red 10W,Lighting,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
MIR-SWBC-SS6414,SET,Saniware Bathroom Cabinet Set Water Tap SWBC-SS6414,Bathroom,https://saniware.com/?s=SWBC-SS6414,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
OVEN-RUB-TAE13-M507,UNIT,Rubine M/wave Oven RMO-934SS-GD34X,Home Appliances,https://www.rubine.com.my/product/RMO-934SS-GD34,https://www.rubine.com.my/files/product_img/IM01814.jpg,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
SHO-SOR-SRTSH2623-BL,PCS,Sorento 225MM ABS Rain Shower Head Matt Blk,Bathroom,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=65,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=65,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
SIN-SOR-SRTKS2426-BL,PCS,Sorento Kitch. Sink-blk Ultrasonic Nano Tech,Kitchen & Sinks,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=94,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=94,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
SHO-SAN-SWP-BSP-5505B,PCS,Saniware Premier 3WAY Bath Shower Set For Water Heater (black),Bathroom,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAP-SAN-SWP-SS-304-3950-MB,PCS,Saniware Premier Flexible Hose Kitchen Pillar Sink Tap (matt Blk),Kitchen & Sinks,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-CEI-RCF-MOZIA56-5B-BT,PCS,Rubine Blk Timber Ceiling Fan,Fans & Ventilation,https://www.rubine.com.my/product/RCF-MOZIA56-5B,https://www.rubine.com.my/files/product_img/IM00030.png,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
TOI-TRP-WC-SRTWC8840-S,PCS,Sorento Close Coupled Wash,Bathroom,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=10,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=10,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BATH-SRTBF31416,PCS,Sorento 304 S/s 5 IN 1 Bathroom Furn,Bathroom,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=35,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=35,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTT100ZI-30W,PCS,Megaman E27 LED Bulb,Lighting,https://megaman.com.my/product/t-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/11-1-1.jpg,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
RUB-TAE10-M371,UNIT,Rubine Glass Hob RGH-FIGATA2B-BL,Kitchen & Sinks,https://www.rubine.com.my/product/RGH-FIGATA2B-BL,https://www.rubine.com.my/files/product_img/IM01807.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
SHO-SAN-SWP-BSP-5504B,PCS,Saniware Premier 2WAY Bath Shower Set For Water Heater (black),Bathroom,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
SIN-SOR-SRTKS2431,PCS,Sorento Nanograin Texture Kitchen Sink,Kitchen & Sinks,https://sorento.com.my/result/nanograin-kitchen-sink__or__pillar-mounted__or__under-mount__or__bathtub-free-standing-tap,,C,unresolved,unresolved,yes,needs_permission,pending,"Fix attempted: queries ran for official Sorento SRTKS2431 and Nanograin sources. Official collection/blog evidence confirms SRTKS2431 as Nanograin, but the searched catalogue page 94 did not contain SRTKS2431 and no exact official SRTKS2431 image/PDF crop was preserved. The prior dealer image was not reused.",Find official Sorento SRTKS2431-19 or SRTKS2431-BL-19 detail page/PDF crop.
ELE-CAB-WIR-MKK-2.5MM-RED,ROLL,MKK Cable 2.5MM (7/0.49MM) Red,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-CEI-DEKA-CGNL54MB12,UNIT,Deka Ceiling Fan Geno Matt Black,Fans & Ventilation,https://deka.my/geno-54/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
KHI-HDR-HD515,SET,Hair Dryer 1800W (matt Black),Home Appliances,https://khind.com.my/products/1800w-hair-dryer,https://khind.com.my/cdn/shop/files/hd1800-wh-cover_280521152043.jpg?v=1751809539,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
OVEN-RUB-TAE13-M503,UNIT,Rubine M/wave Oven RMO-OREO-28BL,Home Appliances,https://www.rubine.com.my/product/RMO-OREO-28BL,https://www.rubine.com.my/files/product_img/IM01815.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
ELE-CAB-WIR-MKK-2.5MM-BLACK,ROLL,MKK Cable 2.5MM (7/0.49MM) Black,Electrical,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
MIR-SWBC-SS6811,SET,Saniware Bathroom Cabinet Set Water Tap SWBC-SS6811,Bathroom,https://saniware.com/?s=SWBC-SS6811,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
SPR-BID-SWP-SS-304-6875-BA,PCS,Saniware Premier Two Way Tap With Bidet SET&1.2M Flex. Hose,Bathroom,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAP-SAN-SWP-SS-304-3950,PCS,Saniware Premier Flexible Hose Kitchen Pillar Sink Tap,Kitchen & Sinks,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAP-SAN-SWP-B-3213-G,PCS,Saniware Premier Tall Basin Cold Tap (gold),Bathroom,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BATH-SRTBF31514,PCS,Sorento 5IN1 Bath Furn,Bathroom,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-CEI-DEKA-CF66DC66MB12,UNIT,Deka Ceiling Fan F66 DC Matt Black,Fans & Ventilation,https://deka.my/f66-dc/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
JOV-WAT-FIL-JP200,PCS,Joven (red) Water Purifier,Home Appliances,https://www.joven-electric.com/my/jp200-water-purifier.html,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
KHI-HDR-HD511-GRE,SET,Hair Dryer 1400W (matt Grey),Home Appliances,https://khind.com.my/products/khind-hair-dryer-hd1400,https://khind.com.my/cdn/shop/files/HD1400_1_HiRes_1a611a78-9046-49f7-96cd-f0af17337545.jpg?v=1751809409,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
SHO-SOR-SRTWT9605RG,PCS,Sorento Exposed Shower Set 2WAYS SRTWT9605-RG,Bathroom,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=62,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf#page=62,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
SHO-SOR-SRTWT9614,PCS,Sorento Shower Set,Bathroom,https://sorento.com.my/result/bidet__or__bottle-trap__or__exposed-shower-set__or__free-standing-basin__or__seat-cover__or__shaving-mirror__or__under-counter-basin__or__wall-mounted/colours/Chrome__or__White,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAP-SAN-SWP-SS-304-3939,PCS,Saniware Premier Double Spout Kitchen Pillar Sink Tap,Kitchen & Sinks,https://saniware.com/?s=SWP-SS-304-3939,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
X-GAS-STO-RUB-TAE10-M372,UNIT,Rubine Glass Hob RGH-ALLORA2B-BL,Kitchen & Sinks,https://www.rubine.com.my/product/RGH-ALLORA2B-BL,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-FLO-KHI-FF2005,PCS,20 Ind Floor Fan Black,Fans & Ventilation,https://khind.com.my/products/20-industrial-floor-fan,https://khind.com.my/cdn/shop/files/ssmy.zone-1731060431-FF2005_WH.jpg?v=1751808994&width=1946,A,yes,yes,yes,needs_permission,candidate,"Fix completed: the prior white FF2005 asset was rejected. Official Khind Malaysia page confirms FF2005, 20-inch industrial floor fan, black colour, 150W, 220–240V. The official page image was visually inspected and is black; no white asset reused.",Preserve corrected black official asset; publication permission remains required.
SIN-SOR-SRTKS2427-BL,PCS,Sorento S/s 304 Kitchen Sink-blk Ultrasonic Nano Tech,Kitchen & Sinks,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BAS-SOR-SRTWB7132,PCS,Sorento Counter Top Basin,Bathroom,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-YTPDGLE5-70W,PCS,Megaman E27 Led-t Bulb,Lighting,https://megaman.com.my/product/high-lumen-t-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-4.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-9-2.jpg,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
X-ELE-LED-FFL-CHA-10W,PCS,Taicon Stick LED Mini 5W E27 - Red,Lighting,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-BUL-E27-3W-BLUE,PCS,Taicon E27 3W LED Color Bulb-blue,Lighting,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-HOL-TC818-E27,PCS,Taicon Tc 818 E27 Lamp Holder,Lighting,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-WAL-KHI-FW1660TH,SET,16 Wall Fan,Fans & Ventilation,https://khind.com.my/products/khind-16-wall-fan-wf1602se,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
KHI-POT-AP550,SET,Khind Thermos Pot 5.5L,Home Appliances,https://khind.com.my/collections/user-manuals?page=4,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
RAINBOW-G888-250GM,BTL,Nippon Gold Paint 999 Gold,Paint & Sundries,,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
TAP-SAN-SWP-B-3203-RG,PCS,Saniware Premier Basin Pillar Cold Tap (rose Gold) SWP-SS-304-3203-RG,Bathroom,https://saniware.com/product/premier-basin-pillar-cold-tap-swp-ss-304-3203-rg/,https://saniware.com/wp-content/uploads/2025/05/SWP-SS-304-3203-RG.jpg,A,yes,yes,yes,needs_permission,candidate,Carry-forward verification: the supplied Gemini-accepted official/authorised page and exact image URL were re-opened successfully. Model and finish were already marked exact in the worklist; no sibling or colour substitution was made.,Preserve local asset for evidence manifest; publication permission remains required.
TAP-SAN-SWP-SS-3391,PCS,Saniware Premier Kitchen Pillar Sink Tap SWP-SS-3391,Kitchen & Sinks,https://saniware.com/product-category/faucet/saniware-premier/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
SPR-BID-SWP-SS-304-6875A,PCS,Saniware Premier Two Way Tap With Bidet Set 1.2M Flex. Hose,Bathroom,https://saniware.com/product-category/faucet/saniware-premier/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
SPR-BID-SWSB-ABS-362,PCS,Saniware ABS Spray Bidet Set Holder & 1.2MM Flexible Hose,Bathroom,https://saniware.com/product-category/faucet/saniware-premier/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
BATH-SRTBF31417,PCS,Sorento 6 IN 1 Bathroom Furniture,Bathroom,https://sorento.com.my/bathroom/bathroom-furniture/6-in-1-bathroom-furniture,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
ELE-D/L-MEG-FE2155D-18W-3000K,PCS,Megaman Plce T3 3U E27 Bulb,Lighting,https://megaman.com.my/product-category/led-lighting-source/,,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
FAN-CEI-DEKA-CF5DC46MB12,UNIT,Deka Ceiling Fan F5 DC~46 Pro Matt Blk,Fans & Ventilation,https://deka.my/f5-dc-46-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-46-PRO-MB-Jpg-OK.jpg,C,unresolved,unresolved,yes,needs_permission,pending,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",Find exact official/authorised product page and exact model/finish image; do not reuse sibling or marketplace assets.
