source_position,item_code,uom,display_name,category,detected_brand,detected_model,state,round_first_seen,round_last_touched,tiers_tried,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,image_sha256,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,researcher_decision,verifier_verdict,machine_gate,reason,human_action
6995,WEL-NOZ-BOC-P1/32,PCS,Boc Cutting Nozzle - 1/32 (pnme),Power Tool Accessories,BOC,"Cutting Nozzle PNME (BOC): Pcs 1/32""",verified_pass,1,1,1,https://sonichardware.com.my/product/product/1297-cutting-nozzle-pnme,https://sonichardware.com.my/images/com_hikashop/upload/17_1532331772.jpg,1400,456,47194,634e7de7697c216ce1146c2a6e11a42b6429ff08daf9ee6ff0d0ac11183141d1,B,yes,yes,,needs_permission,candidate,pass,,"action=search; q:""cutting nozzle"" ""PNME"" 1/32 BOC; p:https://sonichardware.com.my/product/product/1297-cutting-nozzle-pnme; Sonic Hardware (Sarawak, .com.my) product page quotes 'Cutting Nozzle PNME (BOC): Pcs 1/32""' as a selectable/add-to-cart variant; full-size jpg on site's own /images/com_hikashop/upload/ path (~600px+). Single listing photo shared across 1/16""-3/64""-1/32"" variants (identical nozzle design), hence B.",request_image_rights_from_BOC
5050,PAI-TIG-250ML-9102,PCS,250ML Tiger Gloss Paint 9102,Paint & Sundries,Tiger Brand Paints (Seng Fong Paints Pte Ltd / Loh Nam Kheon,Tiger Gloss Finish Paint 300 (GF-300),open,1,1,1,https://www.tigerpaints.com.sg/02-tiger-brand-top-coats,,,,,,B,,,High-gloss alkyd enamel for wood & metal; colour code 9102 per Tiger Brand colour card,needs_permission,,,,"action=search; q:""tiger gloss"" paint site:.com.my; q:""tiger brand"" ""gloss finish"" paint colour chart; q:""Loh Nam Kheong"" paint; q:tiger gloss paint 9102 site:.com.my; q:""tiger gloss finish paint""; p:https://www.tigerpaints.com.sg/tiger-brand-products; p:https://www.tigerpaints.com.sg/02-tiger-brand-top-coats; p:https://www.tigerpaints.com.sg/01-tiger-brand-colour-card-2016; Official OEM page confirms the product line but is text-only (no images at all); colour-card PDF at https://www.tigerpaints.com.sg/wp-content/uploads/2022/11/Tiger-Brand-01-Colour-Cards-2016.pdf is not a direct image URL; 250ml tin variant not pictured on any permissible source.; tier1_blocked",
7077,BNW-NUT-ORI-12MM,KGS,MS Hex Nut 1/2,Fasteners & Fixings,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""mild steel"" ""hex nut"" ""1/2"" site:.com.my; ; Unbranded commodity mild-steel hex nut sold loose by weight (KGS); no OEM or authorised-distributor product page exists.; tier1_no_result",
7058,BNW-B&N-ORI-12100,KGS,Mild Steel Bolt & Nut 1/2 X 4,Fasteners & Fixings,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""bolt & nut"" OR ""bolt and nut"" ""1/2 x 4"" site:.com.my; ; Generic unbranded MS bolt & nut sold loose by weight; only fastener-trader directory pages found (Boldwin/Everlast/SK Bolts), none depict this exact size as a listing.; tier1_no_result",
5314,GAR-SHE-701,PCS,Tiger Pruning Shears Straight 701,Outdoor & Garden,"Tiger (KTK, made in Taiwan)",Tiger Pruning Shears (Straight) ... Model: 701#,verified_pass,1,1,1,https://sonichardware.com.my/categories-listing/product/2964-tiger-pruning-shears-straight,https://sonichardware.com.my/images/com_hikashop/upload/86.jpg,1400,1081,55227,503b8914509968e6d15b85eebcfeb164a7b4a8e2ad651a5fa31812efb8eb0611,A,yes,yes,"Straight-blade pruning shear, model 701#",needs_permission,candidate,pass,,"action=search; q:tiger pruning shears ""701""; q:site:sonichardware.com.my pruning; p:https://sonichardware.com.my/categories-listing/category/396-tiger-pruning-shears; p:https://sonichardware.com.my/categories-listing/product/2964-tiger-pruning-shears-straight; Sonic Hardware (Sarawak) page lists Model '701#' straight shears with dedicated photo; exact match.","request_image_rights_from_Tiger_(KTK,_made_in_Taiwan)"
5670,PAI-TIG-75ML-GRN,PCS,75ML Tiger G. P (apple Green) - 6639,Paint & Sundries,Tiger Brand Paints (Seng Fong Paints Pte Ltd / Loh Nam Kheon,Tiger Gloss Finish Paint 300 (GF-300),open,1,1,1,https://www.tigerpaints.com.sg/02-tiger-brand-top-coats,,,,,,B,,,Apple Green colour code 6639 of GF-300 gloss enamel range,needs_permission,,,,"action=search; q:""tiger"" paint ""6639"" OR ""9102""; q:""tiger gloss"" paint site:.com.my; q:""tiger gloss finish paint""; p:https://www.tigerpaints.com.sg/02-tiger-brand-top-coats; Same OEM page as pos 5050; GF-300 family confirmed with quoted model string but site carries zero product images; 75ml apple-green tin not depicted on any permissible source.; tier1_blocked",
7166,GUN-TAC-REF-R23-8MM,BOX,8MM Rapid Staples,Fasteners & Fixings,Rapid,"Rapid Staples 8MM 13/9 (5/16"") ... 8mm (5/16"") (H) x 10.6mm (W)",open,1,1,1,https://www.ewarehouse.my/rapid-staples-8mm-13-9-5-16,https://www.ewarehouse.my/image/cache/catalog/products/13980/RAPID_S8S-600x600.jpg,600,600,35205,ed709e882bbd1e1ec6a99644623ba8ef2cb071e0323ffe7555076cd697317a1c,B,yes,yes,"Fine-wire steel staples, 8mm leg, box refill for Rapid tackers (R13/R23/R33 class)",needs_permission,candidate,fail,,"action=search; q:""rapid staples"" ""8mm"" refill malaysia; p:https://www.ewarehouse.my/rapid-staples-8mm-13-9-5-16; ATKC eWarehouse lists 600x600 photo of 8mm Rapid staples; 'R23' in Ekoway code = compatible Rapid R23 tacker per market listings; box art may vary slightly.; verifier_disagreement:Rapid staple box clearly printed 6 mm, a sibling size to the 8 mm item listed.",
6534,NUM-60MM-J,PCS,Acp Alphabet 60MM - J,Signage & Numbering,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""ACP"" alphabet letter ""60mm"" signage; q:ACP alphabet 60mm Malaysia; ; ACP address letters are generic unbranded signage items; only Shopee marketplace listings found (excluded source), no OEM or authorised MY distributor page.; tier1_no_result",
7245,TAP-SIN-BOL-PVC-4115,PCS,Upvc Bottle Trap 1 1/2,Plumbing,TECHPLAS (Prominent Image Sdn Bhd),"TECHPLAS UPVC PLASTIC BOTTLE TRAP 32MM 1 1/4"" Or 40MM 1 1/2"" (MADE IN MALAYSIA) ",open,1,1,1,https://www.jyworldhardware.com.my/showproducts/productid/5158098/techplas-upvc-plastic-bottle-trap-32mm-1-14-or-40mm-1-12made-in-malaysia-ss-top/,https://cdn1.npcdn.net/images/1723619240c997290c84c68072a4051351c8873d03.jpg?md5id=9ca688b61d4c5f20cab24ef1287e2bad&new_width=450&new_height=450&w=-62170008925&type=9,,,,,C,,,"White uPVC bottle trap with stainless top, 1 1/2"" (40mm) variant of dual-size listing",needs_permission,,,,"action=search; q:""bottle trap"" ""4115""; q:uPVC bottle trap 1 1/2 malaysia site:.com.my; q:techplas bottle trap; p:https://www.jyworldhardware.com.my/en/search/search_name/bottle%20trap/pn/1/; p:https://www.jyworldhardware.com.my/showproducts/productid/5158098/techplas-upvc-plastic-bottle-trap-32mm-1-14-or-40mm-1-12made-in-malaysia-ss-top/; p:https://techplas.com.my/product-category/plastic-sanitary-ware-hoses-fittings/basin-sink-plastic-bottle-trap/; J&Y World Hardware (Selangor) page explicitly covers the 40MM 1 1/2"" size with product photo; internal code '4115' is not published anywhere; Techplas OEM site uses PPB-xxxx codes with sizes only in drawings, so exact-model mapping is C-grade.; held_tier2:sub_500px_source",
5610,FIT-HDPE-TEE-32MMX20MM,PCS,HDPE Tee Reducing 32 X 20MM,Plumbing,Penguin,HDPE Poly Fittings Reducing Tee 32mm x 20mm,verified_pass,1,1,1,https://www.ewarehouse.my/hdpe_poly_fittings_reducing_tee_32mm_x_20mm,https://www.ewarehouse.my/image/cache/catalog/products/192/plf-rt-600x600h.jpg,600,600,57946,a5e5a4054887904d2bd47040799ae0e23d0e11f0afff175f32f3383cc13ad0c0,B,yes,yes,HDPE compression reducing tee 32 x 20mm,needs_permission,candidate,pass,,"action=search; q:HDPE ""reducing tee"" 32mm 20mm malaysia; p:https://www.ewarehouse.my/index.php?route=product/search&search=hdpe%20reducing%20tee; p:https://www.ewarehouse.my/hdpe_poly_fittings_reducing_tee_32mm_x_20mm; ATKC eWarehouse listing titled exactly 'HDPE Poly Fittings Reducing Tee 32mm x 20mm', brand Penguin (structured data), dedicated 600x600 product photo.",request_image_rights_from_Penguin
6653,"BRA-SHE-12""X14""",PAIR,12 X 14 Shelf Bracket,Housewares,B-Tani (made in Malaysia),"B-Tani Heavy Duty L Shelf Bracket 3.8 MM (T) x 1 1/4"" (W) x 12"" x 14"" ... Model:",verified_pass,1,1,1,https://www.ewarehouse.my/BTani-Heavy-Duty-L-Shelf-Bracket-3-8-MM-T-x-1-1-4-W-x-12-x-14,https://www.ewarehouse.my/image/cache/catalog/products/6332/b-tanicen1-600x600.jpg,600,600,66418,1a1c97c7ded390035f267dc2c936d7b0c80c0abfe42c9da2b238ff63d6eb5857,A,yes,yes,"Black heavy-duty L-angle shelf bracket, 12"" x 14"", 3.8mm thick",needs_permission,candidate,pass,,"action=search; q:""shelf bracket"" ""12 x 14"" malaysia; p:https://www.ewarehouse.my/BTani-Heavy-Duty-L-Shelf-Bracket-3-8-MM-T-x-1-1-4-W-x-12-x-14; Exact-size variant page with model code BTANI-LSB12X14 and 600x600 jpg product photo.",request_image_rights_from_B-Tani_(made_in_Malaysia)
5712,ADH-TAP-NISSHO-HCH-ES0002,ROLL,18MM X 1.5M Nissho Acyclic Foam Side Tape (red),Chemicals & Adhesives,NISSHO,Nissho Acrylic Foam Double Tape ... Size: 18mmx1.5m,open,1,1,1,https://www.metrostarhardware.com/diy-tools/tapes/nissho-acrylic-foam-double-tape,https://www.metrostarhardware.com/image/metrostarhardware/image/data/all_product_images/product-1104/vgKtoOWM1629087457.jpg,550,733,47959,d433293c7de5b617cd72cb29ddd5ff07d58a4222225191283fd4eb322c5198df,B,yes,yes,"Transparent acrylic foam double-sided tape roll, 18mm x 1.5m",needs_permission,candidate,fail,,"action=search; q:""ES0002"" tape nisso; q:""nissho"" ""acrylic foam"" tape; q:nissho acrylic foam tape metrostar; p:https://www.metrostarhardware.com/diy-tools/tapes; p:https://www.metrostarhardware.com/diy-tools/tapes/nissho-acrylic-foam-double-tape; p:https://www.nissho-group.com/english/products; Metrostar Hardware Sdn Bhd page quotes size 18mmx1.5m exactly matching SKU, with direct jpg product image; code ES0002 is an Ekoway/supplier-side code not published on any public page; NISSHO Corporation Japan confirms the acrylic foam tape category on its official site.; verifier_disagreement:Range shot showing TWO sizes (10mm and 18mm) together, not solely the named 18mm x 1.5m variant.",
7328,DOR-PAD-03019(3.1/2),PCS,3 1/2 777 S/steel Square Bolt,Fasteners & Fixings,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""square bolt"" ""777"" stainless malaysia; q:stguchi ""square bolt""; q:VSP ""square bolt"" 777 site:.com.my; q:""square bolt"" ""3 1/2"" site:.com.my; q:padbolt ""3 1/2"" stainless malaysia -shopee; p:https://vsp.com.my/?s=square+bolt; '777' s/steel square bolts documented only in 2""/3"" sizes (VSP 777-SB, ST GUCHI SGDB-7602, DAL SB-777) via marketplace/social posts; VSP official site search returns nothing for square bolts; no official or authorised page found depicting a 3 1/2"" variant, so no candidate can be given without inventing details.; tier1_no_result",
5649,X-PLA-BAG-W1000-1822,PCK,18 X 22 X 500G Tbag White Aa,Power Tools,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""Tbag"" plastic bag 18x22 white; ; Generic white plastic bag sold by weight (18x22in, 500g pack). Only unrelated food-packaging sellers found; no OEM page exists for this trade commodity.; tier1_no_result",
7359,"TOI-BAS-FIX-SCR-WHT-120-4.1/2""",PCS,4 1/2 Basin Screw Fixing Set,Fasteners & Fixings,,Wash Basin Wall Plug Set Wall-Mounted Basin Fixing Screw Nuts Set,open,1,1,1,https://vrdiy.com.my/product/wash-basin-wall-plug-set-wall-mounted-basin-fixing-screw-nuts-set-ceramic-basin-wall-plug-bolts-palam-dinding/,https://vrdiy.com.my/wp-content/uploads/2022/08/1-72-800x800.jpg,800,800,106512,982e06886ab30ab8f4bd3d5da8caa0caa29ee9dc66619e9f33025a985db2ea69,C,,,800x800 jpg; unbranded generic wall-hung basin fixing set (screws/nuts/dowels),unknown,candidate,void,,action=search; q:basin screw fixing set 4 1/2 Malaysia; p:https://vrdiy.com.my/product/wash-basin-wall-plug-set-wall-mounted-basin-fixing-screw-nuts-set-ceramic-basin-wall-plug-bolts-palam-dinding/; Malaysian retailer VR DIY (Top Win Hardware); image depicts exact commodity type; page does not state 4.5in/120mm length or white colour explicitly - verify before use.; verifier_disagreement:Verifier passed type but no 4.5in/120mm designation on page or image; model_exact cannot be yes - escalated to tier2 per disagreement rule.,
6548,CUT-DIS-YES-080#,PCS,Yes Line Green Grinding Disc 4 X 80,Abrasives & Cutting,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""Yes"" green grinding disc 4"" Malaysia; q:""yes"" brand cutting disc green Malaysia hardware; ; 'Yes Line' green grinding disc 4in x 80 not findable on any OEM or Malaysian distributor site; appears to be a local-trade item with no online OEM presence.; tier1_no_result",
7317,GUN-CAU-BLU,PCS,Blue Caulking Gun,Fasteners & Fixings,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:caulking gun blue Malaysia site:.com.my; q:sonichardware caulking gun; p:https://www.sonichardware.com.my/categories-listing/product/2526-caulking-gun-model-902r; Generic skeleton caulking gun, blue required. Nearest pages fail exact-variant test: colour randomised elsewhere, Sonic 902R red / 903Y yellow. No page guarantees a blue-only unit.; tier1_no_result",
6740,CLI-HOS-92X97,PCS,Rb Super Hose Clamp 92 X 97,Hand Tools,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""RB"" ""hose clamp"" Malaysia ""super""; ; RB Super Hose Clamp 92x97mm: no OEM or Malaysian distributor page found for 'RB' brand hose clamps; attributing to Mikalor would be invention.; tier1_no_result",
6656,DOR-LOC-DRA-9001-22,PCS,Target 9001-22 Drawer Lock,Locks & Security,"Target (Siam Inter Lock Tek Co., Ltd., Thailand)",LOCDRA900122,open,1,1,1,https://target-lock.com/index.php/product/wooden-furniture-locks/wooden-cabinet/,https://static.wixstatic.com/media/59ac2e_b70c354aeed04c3cb960e09d1d7fb4ef~mv2.jpg,2150,2150,361715,796f08f5eef657065f349a5ecbc0265b0a397dfcda50cda3154ad8d039f43bbc,B,yes,no,square drawer lock 22mm cylinder housing; esales.com.my confirms TARGET 9001-22 DRAWER LOCK,needs_permission,candidate,fail,,"action=search; q:""Target"" ""9001-22"" drawer lock; q:""target lock"" drawer lock Thailand official; p:https://esales.com.my/product/target-9001z-22-01-5k-008-91-12-target-rim-lock/ (HTTP 401 blocked); p:https://target-lock.com/index.php/product/wooden-furniture-locks/wooden-cabinet/; p:https://www.dhes.com.sg/product-page/target-square-drawer-cabinet-lock-made-in-thailand; Official Target Lock category lists heading 9001-22; OEM thumbnail only 234x300 so image substituted with authorised reseller DHES larger photo of the same 9001-22 lock (researcher-provided URL).; verifier_disagreement:Multi-model family listing; image is a third-party promo not identifiable as keyed 9001-22 variant.",
6782,CLI-HOS-80X85,PCS,Rb Super Hose Clamp 80 X 85,Hand Tools,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""super hose clamp"" Malaysia; ; RB Super Hose Clamp 80x85mm: no 'RB' hose-clamp OEM/distributor page found; only Mikalor/Hansa-Flex/Bosta equivalents overseas.; tier1_no_result",
6795,CLI-HOS-74X79,PCS,Rb Super Hose Clamp 74 X 79,Hand Tools,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:RB ""hose clip"" OR ""hose clamp"" 80 x 85 hardware; ; RB Super Hose Clamp 74x79mm: 'RB' brand hose clamps have no discoverable OEM or authorised-distributor page; returning no_result rather than substituting another brand.; tier1_no_result",
3843,MAR-PAI-BLUE,PCS,Mungyo Paint Marker:blue,Paint & Sundries,"Mungyo (MUNGYO, Korea)",Paint Marker,open,1,1,1,http://en.mungyo.co.kr/120/?idx=67,https://cdn-optimized.imweb.me/upload/S202409028ec5f2e2d14cd/0ef0937a21c1e.jpg?w=750,750,750,83628,9b2099e668f1d83af29c245a005c55b18e9b10ae0e2779f6657221246c72ca30,B,no,no,Official OEM product shot ~750px covering the colour range - blue barrel not isolated,needs_permission,candidate,fail,,"action=search; q:""Mungyo"" ""paint marker"" site:.com.my; q:mungyo.com paint marker official product; p:https://www.myweld.com.my/index.php?products_id=3596499&ws=showproducts; p:http://en.mungyo.co.kr/120/?idx=67; Official Mungyo Paint Marker page; MY distributor myweld lists colours incl Blue; OEM image is the standard product shot covering the colour range.; verifier_disagreement:Image shows Mungyo 12-color retail set box, not a single blue marker.",
7759,CAB-CLI-ROU-NAI,PCK,Cable Clip,Electrical,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""cable clip"" round nail site:.com.my; ; Round nail-in cable clip unbranded generic commodity; searches surface only foreign branded clips; nothing faithful to return.; tier1_no_result",
7485,"GUN-GRE-NIP-STR-1/2"" UNF 20",PCS,S. K Straight Grease Nipple 1/2 Unf 20,Fasteners & Fixings,Standard Bolts & Nuts Sdn Bhd,"Grease Nipple Straight Type — size table row: Thread Size (D1) 1/2, Thread UNF",open,1,1,1,https://standardbolts.net/product/grease-nipple-straight-type/,https://standardbolts.net/wp-content/uploads/2019/01/Grease-Nipple-Straigh-Type.jpg,1400,933,53968,,B,,,Nickel plated steel,needs_permission,candidate,,,"action=search; q:""S.K"" grease nipple 1/2 UNF site:.com.my (provider 429); q:grease nipple straight Malaysia hardware UNF 1/2; p:https://standardbolts.net/product/grease-nipple-straight-type/; MY manufacturer/distributor page documents straight-type grease nipple in exact 1/2""-20 UNF thread (A/F 14MM, H 20MM). SKU's ""S.K"" packer branding not shown on page, but exact type+thread variant is.; family_hero_shared_asset_demoted",request_image_rights_from_Standard_Bolts_&_Nuts_Sdn_Bhd
6339,AER-FIL-TUB-050MM,MTR,Aerico Filter Tube 2 1/2 5MM,Pumps & Water,Aerico,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""Aerico"" filter Malaysia; q:chenghuatgroup aerico filter tube; ; AERICO exists as small water-filter housing brand carried by Cheng Huat Hardware, but no page lists an 'Aerico Filter Tube 2 1/2in 5MM' (per-metre pump suction tube). Product not published online.; tier1_no_result",
7447,FIT-UPVC-SLE-50MM,PCS,U-pvc Sleeve 50MM 2,Plumbing,IH (Intraco Hardware),"UPVC Socket White 50mm (2"")",verified_pass,1,1,1,https://www.intraco.com.my/upvc-socket-white-50mm-2,https://www.intraco.com.my/image/cache/catalog/PIPE%20AND%20FITTING/UPVC%E3%80%80%EF%BC%B7%EF%BC%A8%EF%BC%A9%EF%BC%B4%EF%BC%A5%E3%80%80/upvc-socket-white-50mm-2-1303-597x800.JPG,597,800,40679,541c1eefbaeb07ae7ad9d84a922a2120ca7ba80a13850e549bf21cc81b80f52a,A,yes,yes,"White uPVC SWV socket, MS 1063 / BS 5255",needs_permission,candidate,pass,,"action=search; q:ewarehouse search upvc sleeve (no result); q:upvc plain socket 50mm Malaysia; p:https://www.intraco.com.my/upvc-socket-white-50mm-2/; Exact-size 50mm (2"") white uPVC socket/sleeve product page with dedicated photo of that fitting.",request_image_rights_from_IH_(Intraco_Hardware)
6541,TOO-DRV-KT107-Z125,PCS,"125MM (5""-6)107 King Top (-) Screw Driver",Fasteners & Fixings,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""King Top"" screwdriver KT107 Malaysia; q:""king top"" screwdriver 125mm flat; q:""KT107"" screwdriver (zero results); ; No OEM or Malaysian distributor page anywhere for a 'King Top' / KT107-Z125 screwdriver; searches surface only King Tony/King Toyo (different brands) and marketplaces.; tier1_no_result",
7116,CLI-HOS-32X35,PCS,Rb Super Hose Clamp 32 X 35,Hand Tools,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:sonichardware.com.my Hose Clip category browse; q:""hose clip"" ""32-35"" Malaysia; q:""super"" hose clip 32x35 hardware (junk results); p:https://sonichardware.com.my/categories-listing/category/326-hose-clip; 'RB Super' hose clamp has no OEM/distributor page; only Shopee/Lazada hits (excluded by rules). Sonic Hardware's hose clips are Glomax/Glotool brands — not the same product.; tier1_no_result",
7124,INK-POT-BIG,PCS,Big Ink Pot,Other,unbranded generic (CHG Hardware listing),BIG INK POT,verified_pass,1,1,1,https://chghardware.com.my/product/big-inkpot/,https://chghardware.com.my/wp-content/uploads/2024/05/ink_pot_mak_tao.png,800,800,194696,a9e4ce06c733f2b858bd3f4c46bb07ddc2d7d11249b3de354fc2f7b950fecb3c,B,yes,yes,"PVC construction marking ink pot ('mak tao'), large size",needs_permission,candidate,pass,,"action=search; q:""ink pot"" big hardware marking Malaysia; p:https://chghardware.com.my/product/big-inkpot/; Exact display-name match 'BIG INK POT' on Malaysian hardware retailer page with its own product photo (ink_pot_mak_tao.png, 600x600 thumb also available). Generic commodity; no OEM exists.",request_image_rights_from_unbranded_generic_(CHG_Hardware_listing)
5367,GAS-STO-LOC,PCS,Lucky Stove Lock On Off,Home Appliances,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:lucky stove lock on off gas; ; No branded 'Lucky' stove ON/OFF lock product page exists; results are only child-safety knob covers, appliance manuals and videos.; tier1_no_result",
6728,FIT-GAL-TEE-12MM,PCS,Galvanised Tee (130) 12MM,Plumbing,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:galvanised fittings tee ""130"" socket ""270"" Malaysia; p:https://hub.unitrade.com.my/product-category/fittings/galv-iron-fittings-te/; Unbranded galvanised malleable iron commodity; fig-130 tee numbering appears only on foreign pages and marketplace/catalog PDFs. No OEM/Malaysian distributor product page with per-size image accessible.; tier1_no_result",
7621,BNW-BOL-U-ZP3/8X2.1/2,PCS,Zp U-bolt 3/8 X 2.1/2,Fasteners & Fixings,Sonic Hardware (Sarawak) listing,"ZP U-Bolt : Pcs 3/8 2-1/2""",open,1,1,1,https://sonichardware.com.my/categories-listing/product/3432-zp-u-bolt,https://sonichardware.com.my/images/com_hikashop/upload/25_745324739.jpg,1400,1006,51035,,B,,,"Zinc plated, packing 1 bundle = 20 pcs",needs_permission,candidate,,,"action=search; q:sonichardware.com.my ZP U Bolt category browse; p:https://www.sonichardware.com.my/categories-listing/category/241-zp-u-bolt; p:https://www.sonichardware.com.my/categories-listing/product/3432-zp-u-bolt; Page offers selectable variant 'Pcs 3/8 2-1/2""' (in stock) matching the SKU. Site uses one shared product photo across all U-bolt size variants of this exact product.; family_hero_shared_asset_demoted",request_image_rights_from_Sonic_Hardware_(Sarawak)_listing
7659,"FIT-PVC-NIP-1""X1.1/4""",PCS,"1.1/4""(32MM) X 1 (25MM) Red Socket",Electrical,PVC-LINK (via KVC Industrial Supplies),"PVC REDUCER 32MM (1 1/4"") - 25MM (1"") — MFR Part #: IPR 32 W",verified_pass,1,1,1,https://kvc.com.my/Products/Cable-Management/Cable-Protection/Conduit/Conduit-Adaptor/PVC-REDUCER-32MM-1-14-25MM-1-zid2044366,https://kvc.com.my/static/WFS/Malaysia-KVC-Site/-/Malaysia/en_MY/L/pvclink-pr-25.jpg,1400,1215,23304,6325d8580ebcc5827e5b3a5ffab511d07e921a1029b7abca61a7774613cc2430,A,yes,yes,"Electrical conduit reducer/adaptor, PVC",needs_permission,candidate,pass,,action=search; q:pvc conduit coupling 32mm x 25mm electrical Malaysia; p:https://kvc.com.my/Products/Cable-Management/Cable-Protection/Conduit/Conduit-Adaptor/PVC-REDUCER-32MM-1-14-25MM-1-zid2044366; KVC (Sonepar Malaysia) lists the exact 32mm→25mm PVC conduit reducer under Conduit Adaptor with datasheet and dedicated product photo.,request_image_rights_from_PVC-LINK_(via_KVC_Industrial_Supplies)
6730,HOS-AIR-TOK-8.5MM,MTR,Toko Spray Hose- 8.5MM X 90M,Outdoor & Garden,Toko,"Spray Hose - 90Mtr (Toko) — Int. Dia (mm): 8.5, Length (Mtr): 90",verified_pass,1,1,1,https://sonichardware.com.my/product/product/2326-toko-spray-hose-90mtr,https://sonichardware.com.my/images/com_hikashop/upload/14-1.jpg,1400,1464,119817,5baf9dca479cda009cc22fe8d3a9fbccf19558132a5fc066b1d27c7c9c4685f9,A,yes,yes,"Working pressure 50 bar, burst 150 bar, sold per coil",needs_permission,candidate,pass,,action=search; q:ewarehouse search toko spray hose (no result); q:toko spray hose 8.5mm 90m; p:https://sonichardware.com.my/product/product/2326-toko-spray-hose-90mtr; Exact match: Toko spray hose 8.5mm ID x 90m coil at Sonic Hardware (Sarawak); dedicated product photo (600x600f thumbnail also served).,request_image_rights_from_Toko
4866,IND-CEM-GREY-1KG,KG,Topfit Adhesive Cement Grey 1KG,Chemicals & Adhesives,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""Topfit"" adhesive cement Malaysia; q:topfit adhesive cement 1kg grey; q:""topfit"" ""1kg"" adhesive Malaysia; p:https://daitti.com/product/topfit-cementitious-tile-adhesive/; Only official-distributor Topfit page found is DAITTI/Bravo-Line 'Topfit Cementitious Tile Adhesive' sold as a 20 kg bag — wrong pack size for this 1 KG grey SKU. No 1 KG Topfit page exists outside marketplaces/Facebook.; tier1_no_result",
6890,FIT-GAL-SOC-12MM,PCS,Galvanised Socket (270) 12MM,Electrical,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:galvanised fittings tee ""130"" socket ""270"" Malaysia; ; Unbranded galvanised socket fig-270 is a generic commodity; fig-270 listings exist only on foreign shops. No OEM or Malaysian distributor product page with an exact-variant image found.; tier1_no_result",
7368,SHH-BELL-DOUBLE,PCS,Double Fishing Bell,Fishing & Tackle,Alpine,ALPINE Fishing Rod Bell Size Single / Double Loceng Alarm Loud Besi Bottom Panta,verified_pass,1,1,1,https://www.ripplefishing.com.my/product/alpine-fishing-rod-bell-size-single-double-loceng-alarm-loud-besi-bottom-pantai-16mm-alert,https://cdn1.sgliteasset.com/ripplefi/images/product/product-7647738/fmcf8ynD6a3f855746433_1782547799.png,813,1080,218966,3799aee2e04504ec6cc85a6432196a9d3d47ab4b73218e14003e5026fead6ea0,C,yes,yes,"Double-bell rod alarm clip; metal, 16mm; DOUBLE variants listed on same variable-product page",needs_permission,candidate,pass,,"action=search; q:""fishing bell"" double Malaysia hardware; q:""fishing bell"" site:.com.my; q:fishing bell ewarehouse.my search; p:https://www.ripplefishing.com.my/product/alpine-fishing-rod-bell-size-single-double-loceng-alarm-loud-besi-bottom-pantai-16mm-alert; Ripple Fishing Sdn Bhd (MY tackle retailer) lists Alpine single/double bells as variants of one product; gallery images are shared across SINGLE/DOUBLE variants so the exact DOUBLE photo could not be isolated.",request_image_rights_from_Alpine
7517,FAS-HOO-EYE-6#,PCK,6 Hook & Eyes (6 Pcs/pck),Fishing & Tackle,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""hook and eye"" brass fishing tackle malaysia; q:ewarehouse.my search 'hook eye'; p:https://www.ewarehouse.my/index.php?route=product/search&search=hook+eye; Genuinely unbranded generic commodity: #6 hook-and-eye fasteners are sold loose/unbranded in Malaysia; no OEM or identifiable MY distributor product page exists.; tier1_no_result",
7564,FAS-HOO-EYE-4#,PCK,4 Hook & Eyes (10 Pcs/pck),Fishing & Tackle,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""hook and eye"" brass fishing tackle malaysia; q:ewarehouse.my search 'hook eye'; ; Same as pos 7517: #4 hook-and-eye packs are unbranded generics with no OEM/distributor page anywhere.; tier1_no_result",
