priority_tier,queue,source_position,item_code,uom,display_name,category,manus_decision,official_product_page,official_image_url,why_failed,hint_page,hint_image,gemini_note
A,p300_pending,97,SHO-SOR-SRTWT9614,PCS,Sorento Shower Set,Bathroom,pending,https://sorento.com.my/result/bidet__or__bottle-trap__or__exposed-shower-set__or__free-standing-basin__or__seat-cover__or__shaving-mirror__or__under-counter-basin__or__wall-mounted/colours/Chrome__or__White,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://sorento.com.my/result/bidet__or__bottle-trap__or__exposed-shower-set__or__free-standing-basin__or__seat-cover__or__shaving-mirror__or__under-counter-basin__or__wall-mounted/colours/Chrome__or__White,,
A,p300_pending,98,TAP-SAN-SWP-SS-304-3939,PCS,Saniware Premier Double Spout Kitchen Pillar Sink Tap,Kitchen & Sinks,pending,https://saniware.com/?s=SWP-SS-304-3939,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://saniware.com/?s=SWP-SS-304-3939,,
A,p300_pending,99,X-GAS-STO-RUB-TAE10-M372,UNIT,Rubine Glass Hob RGH-ALLORA2B-BL,Kitchen & Sinks,pending,https://www.rubine.com.my/product/RGH-ALLORA2B-BL,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.rubine.com.my/product/RGH-ALLORA2B-BL,,
A,p300_pending,101,SIN-SOR-SRTKS2427-BL,PCS,Sorento S/s 304 Kitchen Sink-blk Ultrasonic Nano Tech,Kitchen & Sinks,pending,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf,,
A,p300_pending,102,BAS-SOR-SRTWB7132,PCS,Sorento Counter Top Basin,Bathroom,pending,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf,,
A,p300_pending,103,ELE-D/L-MEG-YTPDGLE5-70W,PCS,Megaman E27 Led-t Bulb,Lighting,pending,https://megaman.com.my/product/high-lumen-t-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-4.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-9-2.jpg,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product/high-lumen-t-bulb/,https://megaman.com.my/wp-content/uploads/2020/12/1-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-4.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-9-2.jpg,
A,p300_pending,104,X-ELE-LED-FFL-CHA-10W,PCS,Taicon Stick LED Mini 5W E27 - Red,Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,105,ELE-BUL-E27-3W-BLUE,PCS,Taicon E27 3W LED Color Bulb-blue,Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,106,ELE-HOL-TC818-E27,PCS,Taicon Tc 818 E27 Lamp Holder,Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,107,FAN-WAL-KHI-FW1660TH,SET,16 Wall Fan,Fans & Ventilation,pending,https://khind.com.my/products/khind-16-wall-fan-wf1602se,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/products/khind-16-wall-fan-wf1602se,,
A,p300_pending,108,KHI-POT-AP550,SET,Khind Thermos Pot 5.5L,Home Appliances,pending,https://khind.com.my/collections/user-manuals?page=4,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/collections/user-manuals?page=4,,
A,p300_pending,109,RAINBOW-G888-250GM,BTL,Nippon Gold Paint 999 Gold,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,111,TAP-SAN-SWP-SS-3391,PCS,Saniware Premier Kitchen Pillar Sink Tap SWP-SS-3391,Kitchen & Sinks,pending,https://saniware.com/product-category/faucet/saniware-premier/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://saniware.com/product-category/faucet/saniware-premier/,,
A,p300_pending,112,SPR-BID-SWP-SS-304-6875A,PCS,Saniware Premier Two Way Tap With Bidet Set 1.2M Flex. Hose,Bathroom,pending,https://saniware.com/product-category/faucet/saniware-premier/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://saniware.com/product-category/faucet/saniware-premier/,,
A,p300_pending,113,SPR-BID-SWSB-ABS-362,PCS,Saniware ABS Spray Bidet Set Holder & 1.2MM Flexible Hose,Bathroom,pending,https://saniware.com/product-category/faucet/saniware-premier/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://saniware.com/product-category/faucet/saniware-premier/,,
A,p300_pending,114,BATH-SRTBF31417,PCS,Sorento 6 IN 1 Bathroom Furniture,Bathroom,pending,https://sorento.com.my/bathroom/bathroom-furniture/6-in-1-bathroom-furniture,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://sorento.com.my/bathroom/bathroom-furniture/6-in-1-bathroom-furniture,,
A,p300_pending,115,ELE-D/L-MEG-FE2155D-18W-3000K,PCS,Megaman Plce T3 3U E27 Bulb,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,116,FAN-CEI-DEKA-CF5DC46MB12,UNIT,Deka Ceiling Fan F5 DC~46 Pro Matt Blk,Fans & Ventilation,pending,https://deka.my/f5-dc-46-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-46-PRO-MB-Jpg-OK.jpg,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://deka.my/f5-dc-46-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-46-PRO-MB-Jpg-OK.jpg,
A,p300_pending,117,X-RUB-TRB08-006,UNIT,Rubine Rjs 622 S/s Sink (1BB+1SB),Kitchen & Sinks,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,118,ELE-BUL-B22-3W-BLU,PCS,Taicon B22 3W LED Color Bulb - Blue,Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,119,STA-HAM-SBD715D2K,UNIT,Stanley Fatmax 20V Brushless Hammer Drill,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.lkmmachinery.com.my/showproducts/productid/4769011/cid/96811/stanley-sbd715d2k-20v-cordless-brushless-hammer-drill-with-battery-1-charger/,,
A,p300_pending,120,BOS-0601-227-1L2,UNIT,Gsb 13RE Impact Drill (blow Mode Set),Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gsb-13-re-06012271L2,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gsb-13-re-06012271L2,,
A,p300_pending,121,GAS-STO-KHI-GC7125,SET,Khind Gas Cooker (stainless Steel),Home Appliances,pending,https://khind.com.my/products/khind-gas-cooker-gc7125,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/products/khind-gas-cooker-gc7125,,
A,p300_pending,123,LOC-YALE-Y120B-50-KA5,SET,Yale (key Alike) Boron Shackle Padlock Y120B-50-KA5,Lifting & Rigging,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.yalehome.com/my/en/products/padlocks/outdoor-environment/y120b-series,,
A,p300_pending,124,SHO-SOR-SRTSS8730,PCS,Sorento Sliding BAR Shower Set - SRTSS8730,Bathroom,pending,https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.sorento.com.my/media/attachments/2024/11/11/sorento-catalog-2024.pdf,,
A,p300_pending,125,ELE-BUL-E27-3W-GREEN,PCS,Taicon E27 3W LED Color Bulb-green,Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,126,KHI-INF-COO-IRC2000,SET,Khind - Infrared Cooker (black),Home Appliances,pending,https://khind.com.my/products/infrared-cooker,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/products/infrared-cooker,,
A,p300_pending,127,STA-DRI-BRU-SBD710D2K,UNIT,Stanley Fatmax 20V Max Brushless Drill Driver,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,128,ELE-BUL-B22-3W-GRE,PCS,Taicon B22 3W LED Color Bulb - Green,Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,129,ELE-D/L-MEG-FE2155D-18W,PCS,Megaman E27 3U Bulb,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,130,NIP-MAT-W9102-18L,DRUM,18L Super Matex Bs 9102 White,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/super-matex/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/super-matex/,,
A,p300_pending,131,STA-GRI-SCG400-SET,UNIT,Stanley 20V Grinder 1PC Charger (SC200)+2PCS Battery 2.0AH (SB202),Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,132,STA-PRE-WAS-BEPW1800T,UNIT,Black+decker Vertical Pressure Washer 125 BAR,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,133,TAP-SAN-SWP-SS-304-106,PCS,Saniware Premier Kitchen Pillar Sink Tap SWP-SS-304-106,Kitchen & Sinks,pending,https://saniware.com/product-category/faucet/saniware-premier/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://saniware.com/product-category/faucet/saniware-premier/,,
A,p300_pending,134,ELE-D/L-MEG-YTA60Z1-10W,PCS,Megaman A60 E27 LED Bulb YTA60Z1 10W/6500K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,135,BOS-0601-9H9-0L2C2,SET,Gws + Gsb Set + Gbh Solo + Gdx Solo Combo,Power Tools,pending,https://www.bosch-pt.com.my/my/en/combo-kits-3038553-ocs-c/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/combo-kits-3038553-ocs-c/,,
A,p300_pending,136,ELE-CAB-WIR-MKK-1.5MM-BLACK,ROLL,MKK Cable 1.5MM (7/0.39MM) Black,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://buatanmalaysia.com/product/14-00001/,,
A,p300_pending,137,GAS-STO-KHI-GS1516,SET,Khind - Infrared Gas Cooker (stainless Steel),Home Appliances,pending,https://khind.com.my/products/khind-infrared-gas-stove-igs1516,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/products/khind-infrared-gas-stove-igs1516,,
A,p300_pending,138,ELE-D/L-MEG-YTP38B1-10W,PCS,Megaman LED Stick Bulb Plc YTP38B1 10W/6500K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,139,ELE-D/L-TC-3260-32W-RND-4000K,PCS,Taicon V3 32W Adjusted LED Dl Round (TC-3260),Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,140,KHI-COO-RC918T,SET,Khind - Rc 1.8L Teflon Pot (cream Magnolia),Home Appliances,pending,https://khind.com.my/collections/khind,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/collections/khind,,
A,p300_pending,141,NIP-SEA-5100-20L,DRUM,18L Nippon Vinilex 5100 Wall Sealer,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/super-matex/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/super-matex/,,
A,p300_pending,142,X-STA-PLANER-STP18-1800W,UNIT,Stanley Thickness Planer 1800W,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://eaglehardwarestore.com.my/product/stanley-stp18-b1-1800w-thickness-planer-stp18,,
A,p300_pending,143,BOS-0600-910-0L0SH,UNIT,Ghp High Pressure Cleaner,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,144,FAN-KHI-AF1801,SET,Khind 18 Auto Fan (white),Fans & Ventilation,pending,https://khind.com.my/collections/khind,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/collections/khind,,
A,p300_pending,145,FAN-WAL-TAICON-TC-11006,SET,Taicon 16 Wall Fan Sirim-whi,Fans & Ventilation,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,146,KHI-COO-RCJ188,SET,Khind - Jar Rice Cooker 1.8L (mint),Home Appliances,pending,https://khind.com.my/collections/khind,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/collections/khind,,
A,p300_pending,147,BOS-2608-619-701,PCS,Cutting Disc Metal,Abrasives & Cutting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.lkmmachinery.com.my/showproducts/productid/5974506/bosch-4quot-metal-cutting-disc-105-x-12-x-16mm-metal-cutting-disc-5pcs1-box-green/,,
A,p300_pending,148,NIP-MAT-15245-18L,DRUM,18L Super Matex 15245 Maxtwhite,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/super-matex/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/super-matex/,,
A,p300_pending,149,NIP-SAT-GLO-18L-145,CAN,18L Nippon Satin Glo 145 White,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/super-matex/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/super-matex/,,
A,p300_pending,150,PSN-MJ-CS100WSK,PCS,Panasonic Juicer 1.7L 400W (white),Home Appliances,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.panasonic.com/my/consumer/kitchen-appliance/beverage-preparation/juicer-slow-juicer/mj-cs100wsk.html,,
A,p300_pending,151,STA-IMP-DRI-STDH7213V,UNIT,Stanley Percussion Drill 800W+VP,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.leedenhercules.com/showproducts/productid/5657786/cid/564115/stanley-stdh7213v-13mm-800w-percussion-drill/,https://cdn1.npcdn.net/images/ac54b406aa5532cd1b7e25698d7219dd_1736740364.webp?md5id=65f76dcdbd789fbe2623a33ab6b35da0&new_width=1000&new_height=1000&size=max&w=1772617758&from=jpeg&type=9 | https://cdn1.npcdn.net/images/61058cb54ccd9f559263690052d39366_1736740364.webp?md5id=65f76dcdbd789fbe2623a33ab6b35da0&new_width=1000&new_height=1000&size=max&w=1772617758&from=jpeg&type=1 | https://cdn1.npcdn.net/images/003403f274931ad1a3cd6aa2f940bbd2_1736740364.webp?md5id=65f76dcdbd789fbe2623a33ab6b35da0&new_width=1000&new_height=1000&size=max&w=1772617758&from=jpeg&type=1,
A,p300_pending,152,TAP-SAN-SWP-SS-304-3936-SS,PCS,Saniware Premier Kitchen Wall Sink Tap-ss,Kitchen & Sinks,pending,https://saniware.com/product-category/faucet/saniware-premier/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://saniware.com/product-category/faucet/saniware-premier/,,
A,p300_pending,153,ELE-D/L-MEG-YTA70Z1-15W,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/6500K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,154,ELE-D/L-MEG-YTP38B1-10W-4000K,PCS,Megaman LED Stick Bulb Plc YTP38B1 10W/4000K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,155,FAN-CEI-DEKA-CF5DC56MB,UNIT,Deka Ceiling Fan F5 Dc~pro Matt Blk 56,Fans & Ventilation,pending,https://deka.my/f5-dc-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-PRO-MB-Jpg.jpg,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://deka.my/f5-dc-pro/,https://deka.my/wp-content/uploads/2025/07/F5-DC-PRO-MB-Jpg.jpg,
A,p300_pending,156,TAP-SAN-SWP-B-304-3915,PCS,Saniware Premier Kitchen Wall Sink Tap-blk,Kitchen & Sinks,pending,https://saniware.com/product-category/faucet/saniware-premier/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://saniware.com/product-category/faucet/saniware-premier/,,
A,p300_pending,157,FAN-CEI-DEKA-CGNL54OAK12,UNIT,Deka Ceiling Fan Geno Oak,Fans & Ventilation,pending,https://deka.my/geno-54/,https://deka.my/wp-content/uploads/2025/07/GENO-54-OAK-Jpg.jpg,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://deka.my/geno-54/,https://deka.my/wp-content/uploads/2025/07/GENO-54-OAK-Jpg.jpg,
A,p300_pending,158,JOV-WAT-FIL-JWP20,PCS,Joven Water Filter,Pumps & Water,pending,https://www.joven-electric.com/my/jwp20-water-filter.html,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.joven-electric.com/my/jwp20-water-filter.html,,
A,p300_pending,159,STA-PRE-WAS-BEPW1750,UNIT,Black+decker Pressure Washer 120BAR,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,160,BOS-AHI4-4PC-R,UNIT,Adelino S/steel Multi Stage Centrifugal Pump (1.0HP),Pumps & Water,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",http://adelinopump.com/fr-fr/surface_pump/394.html,,
A,p300_pending,161,BOS-AJS37PC,UNIT,Adelino Automatic Self-priming Jet Pump With Pc (0.5HP),Pumps & Water,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",http://adelinopump.com/fr-fr/surface_pump/394.html,,
A,p300_pending,162,ELE-D/L-TC-2260-22W,PCS,Taicon 24W Adjusted LED Dl Rnd,Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,163,"EXH-FAN-KHI-12""-WHI-EF1201",SET,Khind 12 Exhaust Fan (off White),Fans & Ventilation,pending,https://khind.com.my/products/khind-exhaust-fan-ef1201,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/products/khind-exhaust-fan-ef1201,,
A,p300_pending,164,BOS-0601-9K3-1L2,UNIT,Gsb Batt. Impact Drill,Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gsb-185-li-06019K31L1,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gsb-185-li-06019K31L1,,
A,p300_pending,165,BOS-2608-522-405,PCS,Impact Bit PH2 X 65MM,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.bosch-pt.com.sg/sg/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,,
