source_position,item_code,uom,official_product_page,official_image_url,researcher_decision,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,reason,human_action
3834,"FAS-SCR-F/H-3/4"" X 8#",PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""skru self drilling 8 x 1 inci plasterboard Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY trade-supplier pages (IMITEX/MK Hardware) only, no retail OEM for house-label pack ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
6193,"FAS-SCR-TAP-CSK-8#3/8""-PCK",PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""skru self drilling 8 x 1 inci plasterboard Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY trade-supplier pages (IMITEX/MK Hardware) only, no retail OEM for house-label pack ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3370,"FAS-SCR-DRY-BLA-6#1-1/2""BOX",BOX,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""Hunter drywall screw black Malaysia"" ; tier1:no-oem-found ; t3:Hunter name on Shopee seller listing/reseller pages only; no Hunter brand site found; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3406,"FAS-SCR-DRY-BLA-6#3/4""-BOX",BOX,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""Hunter drywall screw black Malaysia"" ; tier1:no-oem-found ; t3:Hunter name on Shopee seller listing/reseller pages only; no Hunter brand site found; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4465,WAL-PLU-S/S-80MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""K103 stainless steel wall plug M10 Malaysia"" ; tier1:no-oem-found ; t3:K103-304 code unresolved to OEM; sleeve-anchor resellers only; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4149,SHH-SINKER-NO.1/2,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""pemberat pancing no 1 loceng Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; marketplace/agro listings only ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3662,"FAS-SCR-TAP-CSK-6#3""",PACK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""skru self drilling 8 x 1 inci plasterboard Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY trade-supplier pages (IMITEX/MK Hardware) only, no retail OEM for house-label pack ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3707,"FAS-SCR-TAP-CSK-6#1-1/2""",PACK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""skru self drilling 8 x 1 inci plasterboard Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY trade-supplier pages (IMITEX/MK Hardware) only, no retail OEM for house-label pack ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
6021,"FAS-SCR-TAP-CSK-6#1""",PACK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""skru self drilling 8 x 1 inci plasterboard Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY trade-supplier pages (IMITEX/MK Hardware) only, no retail OEM for house-label pack ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3731,"FAS-SCR-F/H-1"" X 8#",PKT,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""skru self drilling 8 x 1 inci plasterboard Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY trade-supplier pages (IMITEX/MK Hardware) only, no retail OEM for house-label pack ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3492,CEILING-FRAME-35MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""steel keel ceiling 35mm kayu list S4S Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; CN keel manufacturers and local timber sellers; no OEM image rights-cleared ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
5393,"FIT-HDPE-ADA-FEM-20MMX3/4""",PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""PVC tee reducer elbow 32mm fitting Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MS628-standard fittings sold as No-Brand; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
5478,FIT-UPVC-BEN-ELB-45-32MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""PVC tee reducer elbow 32mm fitting Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MS628-standard fittings sold as No-Brand; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3424,"FAS-SCR-DRY-WHI-6#2""-BOX",BOX,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""Hunter drywall screw black Malaysia"" ; tier1:no-oem-found ; t3:Hunter name on Shopee seller listing/reseller pages only; no Hunter brand site found; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3467,BNW-B&N-RBN-220,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3499,"FAS-SCR-DRY-BLA-6#2""BOX",BOX,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""Hunter drywall screw black Malaysia"" ; tier1:no-oem-found ; t3:Hunter name on Shopee seller listing/reseller pages only; no Hunter brand site found; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
5293,FIT-UPVC-BEN-ELB-45-50MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""PVC tee reducer elbow 32mm fitting Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MS628-standard fittings sold as No-Brand; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
6602,BNW-WAS-SPR-9MM,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4487,SHH-SINKER-HOLE-NO.6,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""pemberat pancing no 1 loceng Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; marketplace/agro listings only ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3518,"FAS-SCR-DRY-WHI-6#1.1/4""-BOX",BOX,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""Hunter drywall screw black Malaysia"" ; tier1:no-oem-found ; t3:Hunter name on Shopee seller listing/reseller pages only; no Hunter brand site found; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3589,"FAS-SCR-DRY-BLA-6#1""BOX",BOX,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""Hunter drywall screw black Malaysia"" ; tier1:no-oem-found ; t3:Hunter name on Shopee seller listing/reseller pages only; no Hunter brand site found; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
6140,FAS-SHE-EYE-RING-4#,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4228,HOS-CON-19-25MM-1'',PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""power hose joint 13-16mm Malaysia"" ; tier1:no-oem-found ; t3:Wiraplas H22 seen only via Banli Hardware distributor page; no Wiraplas official site; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
6252,"FIT-HDPE-NIP-1""X1""",PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""PVC tee reducer elbow 32mm fitting Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MS628-standard fittings sold as No-Brand; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
2917,DOR-STO-TRANSP-38MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""door stopper getah merah transparent Malaysia"" ; tier1:no-oem-found ; t3:Rugaval/Rubber-KU make similar red rubber stoppers but sizes/packaging differ from house item; not a confirmed match ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3410,PLA-BAG-W500-0812,PACK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""polibag 8x12 putih 500g washi tape 24mm"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; ID/MY marketplace polybags only ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4604,BRA-L-SSS-90X90MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""stainless steel L bracket 85x85mm Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; resellers + Chee Kuan mfr of brackets generally; BC185K/85383 codes unresolved to any OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4176,SHH-LINE-WHI-NO.15,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""benang pancing putih no 15 Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; tag/marketplace pages only, no M.L No.15 OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3732,"FAS-SCR-P/H-1 1/4"" X 8#",PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""skru self drilling 8 x 1 inci plasterboard Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY trade-supplier pages (IMITEX/MK Hardware) only, no retail OEM for house-label pack ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
7100,"FAS-SCR-DRY-BLA-6#3/4""",PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""Hunter drywall screw black Malaysia"" ; tier1:no-oem-found ; t3:Hunter name on Shopee seller listing/reseller pages only; no Hunter brand site found; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3705,FAS-BOL-EXP-TRAC140-M10X110X60,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4858,BRA-S/S-L-50383,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""stainless steel L bracket 85x85mm Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; resellers + Chee Kuan mfr of brackets generally; BC185K/85383 codes unresolved to any OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3468,BNW-BOL-SS304-M12-50MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
5710,WAL-PLU-S/S-70MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""K103 stainless steel wall plug M10 Malaysia"" ; tier1:no-oem-found ; t3:K103-304 code unresolved to OEM; sleeve-anchor resellers only; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3472,BRO-PLA-SB LD-1803S,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""penyapu plastik 260g Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; marketplaces + CN OEM factories (custom-brand brooms); SB200/SB9226/LD-1803S codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3883,BNW-B&N-RBN-215,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
7129,BNW-WAS-M4,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3683,ELE-D/L-HGD603-18W-6500K,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""HMS downlight HGD603 18W 6500K"" ; tier1:no-oem-found ; t3:zero relevant results for HGD603 model; HMS brand site not findable; dead end ; t4:no-prior-url-to-archive; t4 pdf probe ('HMS electrical downlight catalogue filetype:pdf') found no HMS MY catalogue ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
2893,NAI-SQU-SUP-038MM-1KG,PKG,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""paku besi galvani 2 1/2 inci Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; marketplace listings only (Lazada/Shopee/Tokopedia), no OEM page ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3250,SHH-SINKER-NO.1/4,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""pemberat pancing no 1 loceng Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; marketplace/agro listings only ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4148,SHH-LINE-WHI-NO.12,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""benang pancing putih no 15 Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; tag/marketplace pages only, no M.L No.15 OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4175,SHH-LINE-WHI-NO.08,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""benang pancing putih no 15 Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; tag/marketplace pages only, no M.L No.15 OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3260,DOR-STO-RUB-RED-38MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""door stopper getah merah transparent Malaysia"" ; tier1:no-oem-found ; t3:Rugaval/Rubber-KU make similar red rubber stoppers but sizes/packaging differ from house item; not a confirmed match ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3972,BNW-B&N-RBN-120,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4477,IND-FOI-D/S-1.2MX25M,MTR,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""Glofoil aluminium foil double side GT120"" ; tier1:no-oem-found ; t3:GT-120 double-sided foil listed by Sonic Hardware Sarawak distributor; ""Glofoil"" brand site not findable; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
5659,FIT-UPVC-BEN-ELB-45-40MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""PVC tee reducer elbow 32mm fitting Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MS628-standard fittings sold as No-Brand; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4603,BNW-THR-ZP-09MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4213,SHH-LINE-WHI-NO.06,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""benang pancing putih no 15 Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; tag/marketplace pages only, no M.L No.15 OEM ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3890,"FAS-SCR-P/H-1 1/2"" X 8#",PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""skru self drilling 8 x 1 inci plasterboard Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY trade-supplier pages (IMITEX/MK Hardware) only, no retail OEM for house-label pack ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
5609,FAS-SCR-ZPH-DSMHO525,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""skru self drilling 8 x 1 inci plasterboard Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY trade-supplier pages (IMITEX/MK Hardware) only, no retail OEM for house-label pack ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
5695,"FIT-HDPE-ADA-FEM-25MMX1/2""",PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""PVC tee reducer elbow 32mm fitting Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MS628-standard fittings sold as No-Brand; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
7108,"NAI-CON-GAL-3/4""-PCK",PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""paku besi galvani 2 1/2 inci Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; marketplace listings only (Lazada/Shopee/Tokopedia), no OEM page ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3889,"FAS-SCR-DRY-BLA-6#1-1/4""BOX",BOX,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""""Moon Arrow"" drywall screw"" ; tier1:no-oem-found ; t3:Moon Arrow appears on one Lazada KSW listing only; no brand site found; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3483,PLA-BAG-W500-1315,PCK,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""polibag 8x12 putih 500g washi tape 24mm"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; ID/MY marketplace polybags only ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
5744,"FIT-HDPE-ADA-FEM-25MMX3/4""",PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""PVC tee reducer elbow 32mm fitting Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MS628-standard fittings sold as No-Brand; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
3060,POW-YELLOW,TIN,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""serbuk kuning pewarna 500g tin"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; food-grade colouring powders on ID/MY marketplaces; house tin unmatched ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4312,FAS-BOL-EXP-TRAC130-M8X90X50,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4600,WAL-PLU-S/S-CC228-M12X100MM,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""K103 stainless steel wall plug M10 Malaysia"" ; tier1:no-oem-found ; t3:K103-304 code unresolved to OEM; sleeve-anchor resellers only; dead end ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4739,FAS-BOL-EXP-OAC120-M6X70X40,PCS,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""SS304 nut bolt washer threaded rod expansion eye bolt Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; MY fastener traders (Fuji/Pertama/Yew Siong) sell generic stock; TRAC/OAC codes unresolved ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
4272,"TIE-CAB-BLA-8""",PKT,,,exhausted,R,n/a,n/a,n/a-no-listing-found,no_asset,"q:""cable tie hitam 8 inci Malaysia"" ; tier1:no-oem-found ; t3:n/a-commodity-no-brand; Delta Sama Jaya etc. trade suppliers; no OEM asset rights-cleared ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)",shoot in-store
